Time,Cindy,Carmen,Marta,Marina,Kelly,Windy,f0,video_names,f
47.96 sec,190-316-167-104,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,6960,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48 sec,191-316-167-104,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,6990,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.04 sec,191-316-166-104,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7020,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.08 sec,192-316-166-104,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7050,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.12 sec,193-317-166-103,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7080,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.16 sec,193-317-165-103,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7110,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.2 sec,194-317-165-103,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7140,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.24 sec,194-318-164-102,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7170,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.28 sec,195-318-164-102,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7200,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.32 sec,196-318-164-102,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7230,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.36 sec,196-318-163-102,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7260,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.4 sec,197-319-163-101,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7290,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.44 sec,197-319-162-101,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7320,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.48 sec,198-319-162-101,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7350,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.52 sec,199-320-162-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7380,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.56 sec,199-320-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7410,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.6 sec,200-320-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7440,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.64 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7470,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.68 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7500,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.72 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7530,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.76 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7560,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.8 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7590,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.84 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7620,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.88 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7650,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.92 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7680,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
48.96 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7710,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7740,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.04 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7770,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.08 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7800,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.12 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7830,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.16 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7860,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.2 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7890,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.24 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7920,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.28 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7950,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.32 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,7980,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.36 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8010,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.4 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8040,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.44 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8070,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.48 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8100,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.52 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8130,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.56 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8160,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.6 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8190,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.64 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8220,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.68 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8250,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.72 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8280,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.76 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8310,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.8 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8340,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.84 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8370,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.88 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8400,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.92 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8430,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
49.96 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8460,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8490,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.04 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8520,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.08 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8550,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.12 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8580,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.16 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8610,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.2 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8640,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.24 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8670,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.28 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8700,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.32 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8730,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.36 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8760,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.4 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8790,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.44 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8820,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.48 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8850,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.52 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8880,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.56 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8910,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.6 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8940,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.64 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,8970,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.68 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9000,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.72 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9030,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.76 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9060,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.8 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9090,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.84 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9120,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.88 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9150,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.92 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9180,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
50.96 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-86,362-200-123-57,,9210,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9240,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.04 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9270,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.08 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9300,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.12 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9330,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.16 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9360,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.2 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9390,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.24 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-87,362-200-123-57,,9420,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.28 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9450,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.32 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9480,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.36 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9510,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.4 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9540,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.44 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9570,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.48 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9600,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.52 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-88,362-200-123-57,,9630,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.56 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9660,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.6 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9690,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.64 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9720,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.68 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9750,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.72 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9780,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.76 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9810,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.8 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-89,362-200-123-57,,9840,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.84 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,9870,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.88 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,9900,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.92 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,9930,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
51.96 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,9960,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,9990,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.04 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,10020,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.08 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-90,362-200-123-57,,10050,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.12 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10080,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.16 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10110,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.2 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10140,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.24 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10170,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.28 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10200,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.32 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10230,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.36 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-91,362-200-123-57,,10260,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.4 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10290,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.44 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10320,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.48 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10350,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.52 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10380,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.56 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10410,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.6 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10440,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.64 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-92,362-200-123-57,,10470,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.68 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10500,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.72 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10530,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.76 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10560,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.8 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10590,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.84 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10620,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.88 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10650,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.92 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-93,362-200-123-57,,10680,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
52.96 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10710,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10740,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.04 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10770,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.08 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10800,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.12 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10830,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.16 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10860,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.2 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-94,362-200-123-57,,10890,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.24 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-95,362-200-123-57,,10920,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.28 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-95,362-200-123-57,,10950,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.32 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-95,362-200-123-57,,10980,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.36 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-95,362-200-123-57,,11010,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.4 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-95,362-200-123-57,,11040,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.44 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-95,362-200-123-57,,11070,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.48 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11100,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.52 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11130,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.56 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11160,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.6 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11190,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.64 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11220,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.68 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11250,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.72 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-96,362-200-123-57,,11280,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.76 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11310,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.8 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11340,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.84 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11370,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.88 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11400,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.92 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11430,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
53.96 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11460,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-97,362-200-123-57,,11490,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54.04 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-98,362-200-123-57,,11520,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54.08 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-98,362-200-123-57,,11550,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54.12 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-98,362-200-123-57,,11580,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54.16 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-98,362-200-123-57,,11610,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54.2 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-98,362-200-123-57,,11640,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
54.24 sec,201-321-161-100,216-229-138-82,577-335-183-137,561-236-122-98,362-200-123-57,,11670,G-C1L1P-Mar30-C-Kelly_q2_02-06_30fps.mp4,30
